src,dst,relation
19052236,NULL,Has Property
6731634,Nørrebro,Has Property
6951551,Østerbro,Has Property
15879979,Indre By,Has Property
1779784,Indre By,Has Property
10129776,Wrigleyville,Has Property
69511253,Wrigleyville,Has Property
82366356,Louise,Has Property
5844614,Neukölln,Has Property
45523557,Reinickendorf,Has Property
4335656,South End,Has Property
25188,Beacon Hill,Has Property
50967269,Walworth,Has Property
1425784,NULL,Has Property
33889201,Southwark,Has Property
3633025,Surry Hills,Has Property
106400634,NULL,Has Property
19980922,Buckman,Has Property
102596922,NULL,Has Property
9148096,Downtown,Has Property
58419920,Downtown/Penn Quarter,Has Property
1001311,Northwest District,Has Property
7223750,Trastevere,Has Property
15172681,Prati,Has Property
32076918,NULL,Has Property
26404295,NULL,Has Property
16178315,NULL,Has Property
2405376,Ponte,Has Property
57278425,Prati,Has Property
4290987,Trastevere,Has Property
13331165,Trastevere,Has Property
33887303,San Giovanni,Has Property
103839581,Ripa,Has Property
4188724,Paddington,Has Property
3169927,Paddington,Has Property
34090258,Woollahra,Has Property
54213450,Monti,Has Property
106200842,NULL,Has Property
17866106,Ponte,Has Property
8096835,St Peters,Has Property
8970687,Le Marais,Has Property
1232300,Arncliffe,Has Property
4335104,Balmain/Birchgrove,Has Property
38742890,NULL,Has Property
7251499,Downtown Toronto,Has Property
127575020,West Humber,Has Property
5680185,République,Has Property
27759474,Woollahra,Has Property
28670950,NULL,Has Property
105583533,Parkdale,Has Property
40670663,NULL,Has Property
10784446,NULL,Has Property
49288354,Entertainment District,Has Property
35647442,Danforth Village,Has Property
54062486,Fairbank,Has Property
46347490,Porte de Clignancourt,Has Property
117297906,Montmartre,Has Property
80893303,Studio District,Has Property
13122045,La Chapelle,Has Property
11923922,NULL,Has Property
117572334,Cronulla,Has Property
47105578,Monti,Has Property
23599707,Prati,Has Property
17093253,NULL,Has Property
72979887,Annandale/Leichhardt,Has Property
33706984,NULL,Has Property
34702773,NULL,Has Property
38911153,NULL,Has Property
54466989,Rhodes,Has Property
60571554,NULL,Has Property
2150669,NULL,Has Property
773808,San Lorenzo,Has Property
57807400,Trieste,Has Property
13119498,NULL,Has Property
15017241,NULL,Has Property
24175706,Little Portugal,Has Property
8522661,Park West,Has Property
74881949,Hillcrest,Has Property
11543565,Commercial Drive,Has Property
41963352,Mira Mesa,Has Property
36653013,Mission Beach,Has Property
14385990,Arbutus Ridge,Has Property
88604293,Mount Pleasant,Has Property
10527114,NULL,Has Property
9541408,NULL,Has Property
2332796,NULL,Has Property
22313196,Kitsilano,Has Property
49464657,San Giovanni,Has Property
30085289,NULL,Has Property
13316031,NULL,Has Property
6412997,Ocean Beach,Has Property
8633891,Mission District,Has Property
6493976,Mission District,Has Property
15426258,Mission District,Has Property
17309843,Mission District,Has Property
5468966,Mission District,Has Property
10135,Mission District,Has Property
60582691,NULL,Has Property
66775567,San Marco,Has Property
13331165,Trieste,Has Property
62541499,NULL,Has Property
894988,San Lorenzo,Has Property
44260683,NULL,Has Property
49503536,Golden Hill,Has Property
23148943,Innere Stadt,Has Property
43111252,Kensington-Cedar Cottage,Has Property
1525221,Killarney,Has Property
76464332,NULL,Has Property
70306686,Prati,Has Property
19184073,Brigittenau,Has Property
116013372,NULL,Has Property
29508324,Hernals,Has Property
1548488,Chevy Chase,Has Property
4275672,Truxton Circle,Has Property
37009796,Testaccio,Has Property
33089165,Parioli,Has Property
3026679,Trieste,Has Property
8148203,NULL,Has Property
114299221,NULL,Has Property
31903911,NULL,Has Property
36687445,NULL,Has Property
9590704,Balduina,Has Property
35544939,Aurelio,Has Property
20655064,Aurelio,Has Property
16939123,NULL,Has Property
51637707,Aurelio,Has Property
71823080,Monteverde Vecchio,Has Property
43688563,NULL,Has Property
42055334,Cannaregio,Has Property
8425980,Leopoldstadt,Has Property
7746981,NULL,Has Property
1029316,Rudolfsheim-Fünfhaus,Has Property
2988134,Margareten,Has Property
13189291,Margareten,Has Property
3709828,NULL,Has Property
14718582,Dufferin Grove,Has Property
7739078,Wallace Emerson,Has Property
24206943,New Toronto,Has Property
20867030,NULL,Has Property
710982,Cabbagetown,Has Property
106532967,Downtown Toronto,Has Property
117033563,Eglinton East,Has Property
51462212,NULL,Has Property
14811248,Potts Point,Has Property
89300021,Mortdale,Has Property
50715108,NULL,Has Property
80979299,Fashion District,Has Property
7409213,Woollahra,Has Property
7838867,Döbling,Has Property
23286319,U Street Corridor,Has Property
65524686,Pleasant Plains,Has Property
7106942,Batignolles,Has Property
9630235,Invalides - Ecole Militaire,Has Property
25345326,Buttes-Chaumont - Belleville,Has Property
9204694,La Villette,Has Property
73944239,Ternes,Has Property
5397535,NULL,Has Property
8899507,Batignolles,Has Property
44346425,Batignolles,Has Property
28571630,Champs-Elysées,Has Property
9899883,Batignolles,Has Property
3717675,Louvre - Tuileries,Has Property
15551029,Saint-Germain-des-Prés - Odéon,Has Property
1344833,Batignolles,Has Property
7667653,La Villette,Has Property
123425163,Buttes-Chaumont - Belleville,Has Property
39918333,Canal Saint-Martin,Has Property
17390248,X Arrondissement,Has Property
7639009,Pigalle - Saint-Georges,Has Property
4405822,Opéra - Grands Boulevards,Has Property
19667187,Pigalle - Saint-Georges,Has Property
91952278,République,Has Property
2522825,Vaugirard,Has Property
49766892,Tour Eiffel - Champ de Mars,Has Property
45609018,NULL,Has Property
6410234,Commerce - Dupleix,Has Property
37928732,Commerce - Dupleix,Has Property
34423104,Porte de Versailles,Has Property
8939963,III Arrondissement,Has Property
3631877,Châtelet - Les Halles - Beaubourg,Has Property
60979634,Nation,Has Property
32734668,Père Lachaise - Ménilmontant,Has Property
3794586,Nation,Has Property
9630899,Le Marais,Has Property
40955307,Saint-Michel,Has Property
27421781,Nation,Has Property
23650034,III Arrondissement,Has Property
26530041,Panthéon,Has Property
6141282,Saint-Michel,Has Property
11814186,Port-Royal,Has Property
23560054,Champs-Elysées,Has Property
12117544,Madeleine - Vendôme,Has Property
3370940,III Arrondissement,Has Property
14813919,Mile End,Has Property
13457728,Old Port,Has Property
40824373,NULL,Has Property
5108125,The Plateau,Has Property
42120799,Le Plateau,Has Property
20664086,Le Plateau,Has Property
28048786,Central City,Has Property
17564286,Seventh Ward,Has Property
105138283,Treme,Has Property
18186191,Elwood,Has Property
3969389,NULL,Has Property
123211514,NULL,Has Property
37049020,NULL,Has Property
44510994,NULL,Has Property
62653775,NULL,Has Property
3625030,NULL,Has Property
11832557,NULL,Has Property
89514029,NULL,Has Property
24513476,NULL,Has Property
3893191,NULL,Has Property
68721439,NULL,Has Property
774715,Ciudad Lineal,Has Property
48933477,Hortaleza,Has Property
97740448,Vicálvaro,Has Property
6375726,NULL,Has Property
40214157,NULL,Has Property
29969336,NULL,Has Property
2969481,Brunswick,Has Property
13359222,NULL,Has Property
65871177,NULL,Has Property
25264363,NULL,Has Property
22126960,NULL,Has Property
21831653,NULL,Has Property
92183120,Richmond,Has Property
15248082,NULL,Has Property
33941222,Prahran/Windsor,Has Property
56159906,NULL,Has Property
4705886,NULL,Has Property
108021251,Pacific Palisades,Has Property
1985645,NULL,Has Property
71405910,South Robertson,Has Property
45314699,South Robertson,Has Property
89994736,NULL,Has Property
31418160,NULL,Has Property
1312035,Mid-Wilshire,Has Property
5628767,NULL,Has Property
42547530,NULL,Has Property
112185104,NULL,Has Property
45472863,Westwood,Has Property
3392276,NULL,Has Property
9309415,Mid-Wilshire,Has Property
17291129,NULL,Has Property
10156476,Santa Monica,Has Property
9615011,Sherman Oaks,Has Property
4119364,LB of Hackney,Has Property
439595,LB of Camden,Has Property
117953220,NULL,Has Property
1204314,Shoreditch,Has Property
2797351,NULL,Has Property
17663259,NULL,Has Property
19058333,Whitechapel/Brick Lane,Has Property
8817528,Venice,Has Property
11419209,Venice,Has Property
16577861,Venice,Has Property
90996236,NULL,Has Property
41871298,La Petite-Patrie,Has Property
3961575,NULL,Has Property
8334645,Villeray,Has Property
2740577,Little Burgundy,Has Property
96145168,NULL,Has Property
15737870,Artarmon,Has Property
25449374,Chatswood,Has Property
25557115,Marrickville,Has Property
36410227,Monterey,Has Property
5961316,Balmain/Birchgrove,Has Property
40168,Capitol Hill,Has Property
107893704,Capitol Hill,Has Property
99947312,Mount Pleasant,Has Property
20208173,Eckington,Has Property
5169111,Commercial Drive,Has Property
719405,Mount Pleasant,Has Property
38197544,Mount Pleasant,Has Property
69921858,Castello,Has Property
67012687,NULL,Has Property
8632750,Innere Stadt,Has Property
5346110,Neubau,Has Property
1148890,Mariahilf,Has Property
72833351,Alsergrund,Has Property
14426790,Alsergrund,Has Property
37155927,Alsergrund,Has Property
32187995,Alsergrund,Has Property
5981658,Brigittenau,Has Property
36810035,Niagara,Has Property
2929685,NULL,Has Property
607709,Trinity-Bellwoods,Has Property
3592127,NULL,Has Property
29681364,Newtonbrook,Has Property
9176060,Fairview,Has Property
80571916,Downtown Vancouver,Has Property
107177361,NULL,Has Property
308647,Castello,Has Property
46705739,Downtown Toronto,Has Property
10224269,NULL,Has Property
13700645,Margareten,Has Property
2313454,Margareten,Has Property
47246261,Josefstadt,Has Property
54213450,Monti,Has Property
77540,Prati,Has Property
106644838,Trastevere,Has Property
76531252,NULL,Has Property
8567679,Esquilino,Has Property
31713278,Sallustiano,Has Property
53835090,Esquilino,Has Property
83106712,NULL,Has Property
24193159,Prati,Has Property
61209639,Castro Pretorio,Has Property
34790738,Surry Hills,Has Property
32460520,Darlinghurst,Has Property
115392858,NULL,Has Property
2937797,Woollahra,Has Property
4551885,Manly,Has Property
104411614,Edgecliff,Has Property
4298915,Paddington,Has Property
16085203,Downtown Toronto,Has Property
97043617,Glen Park,Has Property
39480985,Fairlight,Has Property
87367182,Harbourfront,Has Property
3825311,NULL,Has Property
126664516,NULL,Has Property
40259148,NULL,Has Property
6652960,Prati,Has Property
14131842,Bernal Heights,Has Property
754810,Minor,Has Property
49308141,NULL,Has Property
93560371,NULL,Has Property
658155,Capitol Hill,Has Property
18422078,North Beacon Hill,Has Property
3979528,Phinney Ridge,Has Property
14128353,High Point,Has Property
501973,Bondi,Has Property
3467351,Bondi Beach,Has Property
308479,Bondi Beach,Has Property
7409213,North Bondi,Has Property
48990190,North Bondi,Has Property
2450066,Coogee,Has Property
16126003,San Giovanni,Has Property
109085974,NULL,Has Property
2176593,Garbatella,Has Property
96129171,NULL,Has Property
2524285,Testaccio,Has Property
100586872,Outer Sunset,Has Property
111827910,Outer Sunset,Has Property
3761922,NULL,Has Property
49716827,Noe Valley,Has Property
825576,Twin Peaks,Has Property
17042045,Union Square,Has Property
1314138,Fisherman's Wharf,Has Property
21059456,Eastlake,Has Property
2121640,Yesler Terrace,Has Property
21066328,Ballard,Has Property
70858591,North Bondi,Has Property
3631357,NULL,Has Property
8945737,NULL,Has Property
15739069,Kirribilli/Milsons Point,Has Property
3453801,Kirribilli/Milsons Point,Has Property
1597298,Cremorne,Has Property
106084707,NULL,Has Property
19029797,Pyrmont,Has Property
34652300,Darlinghurst,Has Property
34865092,Cammeray,Has Property
12854160,Neutral Bay,Has Property
55734704,NULL,Has Property
6438299,Monti,Has Property
15127695,NULL,Has Property
11732296,Monti,Has Property
68267026,NULL,Has Property
22555004,Prati,Has Property
4411895,Trastevere,Has Property
21225443,Campo Marzo,Has Property
17526167,NULL,Has Property
11017779,NULL,Has Property
2317321,NULL,Has Property
838614,The Castro,Has Property
54283991,SoMa,Has Property
49593966,NULL,Has Property
85759822,Bondi Beach,Has Property
61033535,Bondi Beach,Has Property
7409213,NULL,Has Property
27247556,Maroubra,Has Property
29896,Haight-Ashbury,Has Property
30223018,Studio District,Has Property
15644003,Riverdale,Has Property
31104956,Downtown Toronto,Has Property
55734675,Marrickville,Has Property
24326187,Newtown/Enmore,Has Property
86295816,NULL,Has Property
9700971,Entertainment District,Has Property
1368497,West End,Has Property
9508751,Riley Park,Has Property
8145852,NULL,Has Property
4361476,Neubau,Has Property
37769736,Penzing,Has Property
8059575,Alsergrund,Has Property
103646713,Döbling,Has Property
15375743,Hernals,Has Property
20048438,Josefstadt,Has Property
5903756,NULL,Has Property
29918538,San Marco,Has Property
41683488,Downtown Vancouver,Has Property
110826245,Riley Park,Has Property
88052715,Point Grey/University of British Columbia,Has Property
2385498,Downtown Vancouver,Has Property
12333256,Castello,Has Property
109833643,Castello,Has Property
30597584,The Danforth,Has Property
115071828,Cabbagetown,Has Property
80048128,Forest Hill,Has Property
96483250,Glebe,Has Property
18115567,Downtown Toronto,Has Property
1688616,Giudecca,Has Property
3972291,Cannaregio,Has Property
10189388,NULL,Has Property
7455203,Cannaregio,Has Property
1438903,Cannaregio,Has Property
1755160,San Polo,Has Property
44377233,San Polo,Has Property
470341,NULL,Has Property
1780047,NULL,Has Property
21754509,Landstraße,Has Property
7352783,Landstraße,Has Property
1630021,Leopoldstadt,Has Property
1541783,Leopoldstadt,Has Property
79241637,Leopoldstadt,Has Property
14185936,NULL,Has Property
41363684,NULL,Has Property
85714388,Parkdale,Has Property
3130150,Long Branch,Has Property
53215826,Downtown Toronto,Has Property
34387079,Corktown,Has Property
107838071,Dunbar-Southlands,Has Property
43485037,NULL,Has Property
101381351,NULL,Has Property
99737677,Mount Scott,Has Property
105436238,NULL,Has Property
42755509,Monti,Has Property
955490,Pigna,Has Property
61209639,Prati,Has Property
50722445,Prati,Has Property
1565283,Prati,Has Property
62217834,Campo Marzo,Has Property
40105522,NULL,Has Property
9363850,Elizabeth Bay/Rushcutters Bay,Has Property
30029486,NULL,Has Property
6722155,NULL,Has Property
121278446,NULL,Has Property
22952720,Willoughby,Has Property
7443421,Columbia Heights,Has Property
6867099,Capitol Hill,Has Property
10405392,Barney Circle,Has Property
2259429,NULL,Has Property
466987,Shaw,Has Property
24669071,Bloomingdale,Has Property
110977129,NULL,Has Property
16644446,Logan Circle,Has Property
2868637,NULL,Has Property
3046924,Manly,Has Property
33731433,NULL,Has Property
60713206,Sans Souci,Has Property
34627752,Mosman,Has Property
10533955,Crescent Town,Has Property
11710810,NULL,Has Property
6428755,Yorkville,Has Property
20767896,Amsterdam Centrum,Has Property
2726817,NULL,Has Property
3518386,Oosterparkbuurt,Has Property
25782037,NULL,Has Property
10591878,Indische Buurt,Has Property
21876955,Indische Buurt,Has Property
13405827,Grachtengordel,Has Property
1464510,NULL,Has Property
4479330,Hoofddorppleinbuurt,Has Property
7831648,Oud-Zuid,Has Property
49481748,Osdorp,Has Property
15551781,Bos en Lommer,Has Property
15381962,Oud-West,Has Property
3170606,NULL,Has Property
36459227,Oud-West,Has Property
118987928,Buitenveldert-West,Has Property
3014599,Rivierenbuurt,Has Property
112063994,Rivierenbuurt,Has Property
102620872,NULL,Has Property
56499420,NULL,Has Property
12637431,Sant Antoni,Has Property
104907964,NULL,Has Property
36129246,La Nova Esquerra de l'Eixample,Has Property
7160656,NULL,Has Property
8834175,NULL,Has Property
51204563,NULL,Has Property
122330192,El Raval,Has Property
67093816,NULL,Has Property
9405802,NULL,Has Property
58828388,NULL,Has Property
4641823,NULL,Has Property
118983204,South Congress,Has Property
320518,Zilker,Has Property
14535674,NULL,Has Property
72460940,NULL,Has Property
72503889,Newington,Has Property
646220,NULL,Has Property
23059497,NULL,Has Property
7023249,NULL,Has Property
16867796,Vesterbro,Has Property
11958056,Sluseholmen,Has Property
30001384,NULL,Has Property
48782645,Vesterbro,Has Property
51436378,Amager Vest,Has Property
2053634,Capitol Hill,Has Property
50144670,Putney Heath,Has Property
98168330,Dulwich Village,Has Property
113228554,Paddington,Has Property
37539060,St. John's Wood,Has Property
91050425,NULL,Has Property
570672,Whitechapel/Brick Lane,Has Property
55151421,LB of Islington,Has Property
18236189,NULL,Has Property
43935156,NULL,Has Property
25325994,NULL,Has Property
115620,Canonbury,Has Property
47263480,NULL,Has Property
6030709,Hackney,Has Property
12547144,Stoke Newington,Has Property
86473410,NULL,Has Property
55456924,LB of Haringey,Has Property
82619619,LB of Haringey,Has Property
40725655,NULL,Has Property
59108075,Arcadia,Has Property
111291126,Shoreditch,Has Property
3447093,Globe Town,Has Property
1333876,NULL,Has Property
1591664,NULL,Has Property
15120549,Shoreditch,Has Property
26038203,Clerkenwell,Has Property
58552742,LB of Islington,Has Property
9732893,LB of Islington,Has Property
7236042,Islington,Has Property
9009491,LB of Islington,Has Property
2730552,Kings Cross,Has Property
52494607,NULL,Has Property
70216410,Shoreditch,Has Property
41742910,LB of Haringey,Has Property
95113233,LB of Barking and Dagenham,Has Property
50488861,Alhambra,Has Property
55029342,LB of Newham,Has Property
34151864,NULL,Has Property
21780792,NULL,Has Property
27594211,NULL,Has Property
35376410,NULL,Has Property
46059536,NULL,Has Property
3732397,Old Town,Has Property
21457538,New Town,Has Property
68294113,Old Town,Has Property
51620642,Leith,Has Property
33829630,Stockbridge,Has Property
74759057,NULL,Has Property
51067029,NULL,Has Property
16598021,NULL,Has Property
77457741,NULL,Has Property
53270817,Tai Kok Sui,Has Property
6411264,Sai Ying Pun,Has Property
368187,Sheung Wan,Has Property
10705091,NULL,Has Property
8223059,Long Branch,Has Property
43814811,NULL,Has Property
10237189,Manly,Has Property
39862696,Kensington-Cedar Cottage,Has Property
3191671,Garden District,Has Property
107845956,South Cambie,Has Property
266812,Commercial Drive,Has Property
20867030,Lambton Baby Point,Has Property
5502744,The Annex,Has Property
377040,Trinity-Bellwoods,Has Property
9040744,Trinity-Bellwoods,Has Property
38519585,Arbutus Ridge,Has Property
10909648,NULL,Has Property
669047,Dorsoduro/Accademia,Has Property
6973711,Dorsoduro/Accademia,Has Property
31089231,NULL,Has Property
1981478,Cannaregio,Has Property
74675546,Brigittenau,Has Property
128336913,Donaustadt,Has Property
30494272,NULL,Has Property
113640224,NULL,Has Property
8304668,Landstraße,Has Property
21756067,Leopoldstadt,Has Property
31988815,Meidling,Has Property
39108029,Josefstadt,Has Property
11132276,NULL,Has Property
21623889,NULL,Has Property
36136656,Wieden,Has Property
45905459,Meidling,Has Property
2072439,Mount Pleasant,Has Property
5877990,NULL,Has Property
9967393,NULL,Has Property
10682296,Batignolles,Has Property
62888444,NULL,Has Property
43435529,NULL,Has Property
12109662,Buttes-Chaumont - Belleville,Has Property
3823432,Buttes-Chaumont - Belleville,Has Property
12050702,Invalides - Ecole Militaire,Has Property
4835073,Buttes-Chaumont - Belleville,Has Property
123867839,Opéra - Grands Boulevards,Has Property
19321968,La Villette,Has Property
26260049,Gare du Nord - Gare de I'Est,Has Property
23940018,NULL,Has Property
9599862,NULL,Has Property
8916730,East Carrollton,Has Property
71028574,Marigny/Bywater,Has Property
13670905,French Quarter,Has Property
24619458,NULL,Has Property
44208006,Mid City,Has Property
7332249,Mid City,Has Property
1505623,NULL,Has Property
22921172,NULL,Has Property
4090580,Central Business District,Has Property
9500203,Villeray,Has Property
26318927,NULL,Has Property
13518723,NULL,Has Property
17844542,La Petite-Patrie,Has Property
24972759,Hochelaga-Maisonneuve,Has Property
8822352,Cote-des-Neiges-Notre-Dame-de-Grace,Has Property
53319402,Astoria,Has Property
13147018,Bay Ridge,Has Property
4291007,Clinton Hill,Has Property
3471761,Bedford-Stuyvesant,Has Property
109251213,Chelsea,Has Property
96042434,Chelsea,Has Property
5158569,Crown Heights,Has Property
51333225,Crown Heights,Has Property
10200803,Financial District,Has Property
11458001,NULL,Has Property
9850849,Greenpoint,Has Property
43817934,Rego Park,Has Property
27502038,East Village,Has Property
823392,Alphabet City,Has Property
14758012,Nolita,Has Property
103131157,Midtown,Has Property
17408676,Midtown East,Has Property
33558572,Red Hook,Has Property
46502890,NULL,Has Property
1333973,Richmond Hill,Has Property
1288422,Upper West Side,Has Property
105880307,Hamilton Heights,Has Property
91960,Harlem,Has Property
40816703,Harlem,Has Property
18930170,Hamilton Heights,Has Property
9969013,Kips Bay,Has Property
25080688,Jackson Heights,Has Property
27024248,Spuyten Duyvil,Has Property
1654514,Lower East Side,Has Property
23465947,NULL,Has Property
23372553,Tribeca,Has Property
47198542,Chinatown,Has Property
11668649,NULL,Has Property
91536,Upper West Side,Has Property
17386660,Upper East Side,Has Property
21267483,Upper West Side,Has Property
36610302,NULL,Has Property
21921207,Boerum Hill,Has Property
10474877,Boerum Hill,Has Property
941840,NULL,Has Property
19638238,Washington Heights,Has Property
101132948,West Village,Has Property
420620,NULL,Has Property
1528590,Williamsburg,Has Property
23166748,NULL,Has Property
59830423,NULL,Has Property
1124487,Williamsburg,Has Property
10739386,NULL,Has Property
23729080,NULL,Has Property
4291814,NULL,Has Property
26972595,NULL,Has Property
4244812,Williamsburg,Has Property
407359,Williamsburg,Has Property
3011937,Adams Point,Has Property
10546748,Bushrod,Has Property
21379463,Bushrod,Has Property
4256598,Merritt,Has Property
6246089,Astoria,Has Property
19177047,Carroll Gardens,Has Property
48408975,Crown Heights,Has Property
28594655,East Harlem,Has Property
79078828,Elmhurst,Has Property
43091823,Alphabet City,Has Property
24901467,Rockridge,Has Property
5605625,NULL,Has Property
23290640,Porte De Hal,Has Property
10056611,Sants-Montjuïc,Has Property
8380835,Sants-Montjuïc,Has Property
15549384,Sants-Montjuïc,Has Property
28283529,El Poble-sec,Has Property
69167379,Sant Gervasi - la Bonanova,Has Property
49196496,NULL,Has Property
2617283,Verdum - Los Roquetes,Has Property
3548964,Vila de Gràcia,Has Property
105794288,Sant Andreu de Palomar,Has Property
88640965,NULL,Has Property
11230852,NULL,Has Property
33716530,Mitte,Has Property
114056428,La Verneda i La Pau,Has Property
12629502,Frohnau,Has Property
19856558,NULL,Has Property
5403913,Mitte,Has Property
22416566,Moabit,Has Property
5074115,Wedding,Has Property
26341240,NULL,Has Property
17548833,Kreuzberg,Has Property
4864707,La Nova Esquerra de l'Eixample,Has Property
11388974,L'Antiga Esquerra de l'Eixample,Has Property
3250728,NULL,Has Property
11317386,L'Antiga Esquerra de l'Eixample,Has Property
7016191,La Nova Esquerra de l'Eixample,Has Property
9803166,NULL,Has Property
4249766,la Sagrada Familia,Has Property
3194412,Sant Antoni,Has Property
2350380,Zilker,Has Property
11084420,NULL,Has Property
96538979,NULL,Has Property
32665441,L'Antiga Esquerra de l'Eixample,Has Property
8683835,L'Antiga Esquerra de l'Eixample,Has Property
5097332,El Gòtic,Has Property
5796387,Dreta de l'Eixample,Has Property
9703174,Dreta de l'Eixample,Has Property
9125333,Dreta de l'Eixample,Has Property
54310958,Dreta de l'Eixample,Has Property
10380563,Dreta de l'Eixample,Has Property
80334765,NULL,Has Property
6104362,Jamaica Plain,Has Property
18150109,Roxbury,Has Property
16886321,Charlottenburg,Has Property
1311309,Charlottenburg,Has Property
21461309,NULL,Has Property
89845775,NULL,Has Property
104479468,Reinickendorf,Has Property
8071726,Dansaert,Has Property
21971209,Clapham,Has Property
4508821,Marchmont,Has Property
96600213,NULL,Has Property
78132880,West End,Has Property
646220,West End,Has Property
37247174,NULL,Has Property
100790218,Nørrebro,Has Property
7385467,NULL,Has Property
1543204,Hollywood,Has Property
125994385,Hollywood,Has Property
109508392,NULL,Has Property
18931053,Eagle Rock,Has Property
24563876,Hollywood,Has Property
98052936,Hollywood,Has Property
10136883,Echo Park,Has Property
13320150,Mid-Wilshire,Has Property
90758261,Mid-Wilshire,Has Property
37820194,NULL,Has Property
3475436,Inglewood,Has Property
29684181,Silver Lake,Has Property
802451,NULL,Has Property
8927098,Silver Lake,Has Property
14301034,Mid-Wilshire,Has Property
49498458,NULL,Has Property
33925091,Pacific Palisades,Has Property
3990466,Mar Vista,Has Property
27114806,South Robertson,Has Property
8290371,Pasadena,Has Property
27598231,NULL,Has Property
120298130,NULL,Has Property
78724110,Studio City,Has Property
24950300,Venice,Has Property
24391073,Palacio,Has Property
55115411,Aluche,Has Property
7575868,NULL,Has Property
1178795,Sol,Has Property
762655,Sol,Has Property
3604783,El Viso,Has Property
48794838,NULL,Has Property
2689135,Gaztambide,Has Property
36974948,NULL,Has Property
10192614,NULL,Has Property
44142293,NULL,Has Property
10689596,Hortaleza,Has Property
814208,NULL,Has Property
814208,NULL,Has Property
31353361,Barajas,Has Property
81580920,NULL,Has Property
23405853,NULL,Has Property
4998117,NULL,Has Property
77078536,Sol,Has Property
16448633,Imperial,Has Property
4881109,Argüelles,Has Property
4274481,NULL,Has Property
8984023,NULL,Has Property
71239867,NULL,Has Property
19592637,NULL,Has Property
4176265,NULL,Has Property
2975550,NULL,Has Property
24559564,NULL,Has Property
14967250,NULL,Has Property
38805054,Central Business District,Has Property
41370225,Central Business District,Has Property
36605625,Central Business District,Has Property
8530753,Central Business District,Has Property
22219390,Outremont,Has Property
36967823,LaSalle,Has Property
51974934,Thornbury,Has Property
15442038,Alphington,Has Property
4582064,NULL,Has Property
32540670,NULL,Has Property
50999731,NULL,Has Property
7706796,Venice,Has Property
11580405,Venice,Has Property
39137444,NULL,Has Property
35332889,NULL,Has Property
3220633,Westchester/Playa Del Rey,Has Property
8276432,Justicia,Has Property
122331060,NULL,Has Property
5103159,Cortes,Has Property
3540591,Malasaña,Has Property
39920553,NULL,Has Property
49528320,NULL,Has Property
465413,NULL,Has Property
66743252,NULL,Has Property
19738535,Le Sud-Ouest,Has Property
13615158,La Petite-Patrie,Has Property
41291487,Hochelaga-Maisonneuve,Has Property
9328700,Downtown Montreal,Has Property
10136439,Downtown Montreal,Has Property
1211106,Ville-Marie,Has Property
62031280,McGill Ghetto,Has Property
19092029,NULL,Has Property
40097725,Abbotsford,Has Property
14027444,Collingwood/Fitzroy,Has Property
11810390,NULL,Has Property
4200288,NULL,Has Property
18603335,NULL,Has Property
48014108,South Yarra,Has Property
6033885,NULL,Has Property
31004435,Clifton Hill,Has Property
37915897,Brunswick,Has Property
10119757,Brunswick,Has Property
75849711,South Melbourne,Has Property
45281469,NULL,Has Property
22956896,Villeray,Has Property
6591353,Verdun,Has Property
57177386,NULL,Has Property
41678940,NULL,Has Property
27173786,Cote-des-Neiges-Notre-Dame-de-Grace,Has Property
575778,Marigny/Bywater,Has Property
486093,Marigny/Bywater,Has Property
9080098,Mid City,Has Property
7054805,Central City,Has Property
27238461,NULL,Has Property
115491528,Lower Garden District,Has Property
19116587,NULL,Has Property
60205864,Bayou St. John,Has Property
44213272,Astoria,Has Property
2168705,Ozone Park,Has Property
4392420,Bushwick,Has Property
42586851,Bedford-Stuyvesant,Has Property
38850307,Bedford-Stuyvesant,Has Property
88191,Carroll Gardens,Has Property
21211857,Chelsea,Has Property
8288006,Chelsea,Has Property
56280934,NULL,Has Property
11334469,Boerum Hill,Has Property
6989159,NULL,Has Property
2882747,NULL,Has Property
50135207,Financial District,Has Property
92530236,Financial District,Has Property
56721445,Flushing,Has Property
17520527,Sunnyside,Has Property
29320275,NULL,Has Property
28013319,Prospect Heights,Has Property
90429242,NULL,Has Property
514261,Park Slope,Has Property
62824029,Roosevelt Island,Has Property
29885916,Soho,Has Property
85992351,East Harlem,Has Property
2196491,East Harlem,Has Property
56771,East Village,Has Property
50200840,East Village,Has Property
118898206,NULL,Has Property
10393475,Harlem,Has Property
17943391,NULL,Has Property
19631676,East New York,Has Property
15184649,Alphabet City,Has Property
55457536,Nolita,Has Property
6701890,NULL,Has Property
105960033,NULL,Has Property
30346554,Astoria,Has Property
18051286,Astoria,Has Property
97961443,Astoria,Has Property
14945045,Bay Ridge,Has Property
5855145,Ditmars / Steinway,Has Property
99491969,The Rockaways,Has Property
4582301,Lower East Side,Has Property
22260043,Bedford-Stuyvesant,Has Property
1096370,NULL,Has Property
242506,Williamsburg,Has Property
1002844,Williamsburg,Has Property
34306160,Williamsburg,Has Property
5167434,NULL,Has Property
26484826,NULL,Has Property
24912932,NULL,Has Property
64223920,NULL,Has Property
115273,NULL,Has Property
5399916,Adams Point,Has Property
50539403,Tribeca,Has Property
772271,Upper East Side,Has Property
97112821,Upper East Side,Has Property
15753023,Williamsburg,Has Property
108009985,Williamsburg,Has Property
