src,dst,relation
127367,Noe Valley,Has Property
9061812,Santa Cruz,Has Property
4693031,Santa Cruz,Has Property
70369610,Oceanview,Has Property
29715129,Noe Valley,Has Property
6484378,Aurelio,Has Property
42301655,NULL,Has Property
44144241,NULL,Has Property
58120719,South Beach,Has Property
35919535,Morena,Has Property
43825813,Mission Beach,Has Property
7799844,Mission District,Has Property
16587333,Central Business District,Has Property
3074414,University District,Has Property
225721,NULL,Has Property
29898175,NULL,Has Property
20338967,North Beacon Hill,Has Property
7804761,Columbia City,Has Property
2095307,Bryant,Has Property
934641,Capitol Hill,Has Property
42537846,Capitol Hill,Has Property
24430641,Stevens,Has Property
12657870,Broadview,Has Property
57323247,NULL,Has Property
30394613,NULL,Has Property
40481604,Castro Pretorio,Has Property
1725352,Prati,Has Property
20551668,Monti,Has Property
102947901,NULL,Has Property
86264771,Tour Eiffel - Champ de Mars,Has Property
96154197,Tour Eiffel - Champ de Mars,Has Property
13119354,NULL,Has Property
18937825,NULL,Has Property
1606856,Pigalle - Saint-Georges,Has Property
33589905,Buttes-Chaumont - Belleville,Has Property
5826654,Gare du Nord - Gare de I'Est,Has Property
2684250,Saint-Lazare,Has Property
1466866,Saint-Germain-des-Prés - Odéon,Has Property
33971053,Saint-Germain-des-Prés - Odéon,Has Property
2288803,Port-Royal,Has Property
6361028,Saint-Germain-des-Prés - Odéon,Has Property
86881517,Champs-Elysées,Has Property
1414111,Monceau,Has Property
6792,Le Marais,Has Property
93492,Le Marais,Has Property
31704470,Nation,Has Property
22773902,III Arrondissement,Has Property
12496913,Place d'Italie - Quartier Chinois,Has Property
14259130,Place d'Italie - Quartier Chinois,Has Property
10360744,Place d'Italie - Quartier Chinois,Has Property
31834719,Place d'Italie - Quartier Chinois,Has Property
4980901,NULL,Has Property
29440318,Vaugirard,Has Property
4545436,Commerce - Dupleix,Has Property
8692041,NULL,Has Property
12299227,NULL,Has Property
94315030,Bercy,Has Property
13578726,Nation,Has Property
20269768,Bastille,Has Property
27933817,Nation,Has Property
10957671,Bastille,Has Property
26547567,Nation,Has Property
20836777,Panthéon,Has Property
28818870,Nation,Has Property
78135692,XI Arrondissement,Has Property
69496395,Père Lachaise - Ménilmontant,Has Property
7314598,Saint-Michel,Has Property
12467575,Passy,Has Property
9213996,Vaugirard,Has Property
21291707,Passy,Has Property
1112584,Passy,Has Property
14887657,Passy,Has Property
6974152,Passy,Has Property
57841886,Champs-Elysées,Has Property
9403295,Passy,Has Property
22229584,Batignolles,Has Property
3456707,Ternes,Has Property
2858062,Batignolles,Has Property
119485057,NULL,Has Property
2883291,Batignolles,Has Property
25497202,Batignolles,Has Property
7088929,Batignolles,Has Property
95163099,Tour Eiffel - Champ de Mars,Has Property
31704872,NULL,Has Property
82302247,NULL,Has Property
19863213,Tour Eiffel - Champ de Mars,Has Property
62509540,La Villette,Has Property
24297146,Gare du Nord - Gare de I'Est,Has Property
11988840,République,Has Property
22754852,Montmartre,Has Property
23848395,Montmartre,Has Property
59042870,Montmartre,Has Property
8968069,San Lorenzo,Has Property
9958310,NULL,Has Property
3438501,Monteverde Vecchio,Has Property
16396099,South Park,Has Property
43590640,NULL,Has Property
3718133,Portuense,Has Property
2063799,Monteverde Nuovo,Has Property
17618378,Tierrasanta,Has Property
47231544,Paradise Hills,Has Property
76155192,NULL,Has Property
62656587,Ocean Beach,Has Property
2108983,Mission Beach,Has Property
19416778,NULL,Has Property
64620197,NULL,Has Property
94980159,NULL,Has Property
11389887,Nob Hill,Has Property
78742,Ridgewood,Has Property
97797,Park Slope,Has Property
33699975,Upper East Side,Has Property
107488590,NULL,Has Property
15320993,Upper West Side,Has Property
7640852,Williamsburg,Has Property
733082,Williamsburg,Has Property
42557447,NULL,Has Property
10352841,NULL,Has Property
17388797,NULL,Has Property
1766074,Forestland,Has Property
36546997,Williamsburg,Has Property
45773189,Williamsburg,Has Property
6875571,Williamsburg,Has Property
22807803,Produce and Waterfront,Has Property
6049730,NULL,Has Property
49207208,Hamilton Heights,Has Property
44865302,Hell's Kitchen,Has Property
72392205,Harlem,Has Property
2125029,NULL,Has Property
106544984,Norwood,Has Property
66065844,Washington Heights,Has Property
1576495,Washington Heights,Has Property
18284376,West Village,Has Property
36275546,Washington Heights,Has Property
93829062,Bedford-Stuyvesant,Has Property
43224953,Bedford-Stuyvesant,Has Property
59909443,Bedford-Stuyvesant,Has Property
53773419,Bedford-Stuyvesant,Has Property
122563586,NULL,Has Property
53617261,Bushwick,Has Property
4026169,Lower East Side,Has Property
16677326,Chelsea,Has Property
3108771,Clinton Hill,Has Property
524936,NULL,Has Property
6137350,NULL,Has Property
8160186,U Street Corridor,Has Property
7120607,Annandale/Leichhardt,Has Property
27622039,NULL,Has Property
14167263,Lane Cove,Has Property
94090358,NULL,Has Property
15156363,Garden District,Has Property
12874802,Entertainment District,Has Property
47437945,Entertainment District,Has Property
92424876,NULL,Has Property
1919294,Entertainment District,Has Property
28061916,Entertainment District,Has Property
120335138,Mimico,Has Property
8229692,Manly,Has Property
4377506,Fairlight,Has Property
10512053,Woollahra,Has Property
49391491,Double Bay,Has Property
23911753,Darlinghurst,Has Property
27218223,NULL,Has Property
64488310,Kitsilano,Has Property
13448213,Kitsilano,Has Property
4339678,Castello,Has Property
105112320,Donaustadt,Has Property
29857060,NULL,Has Property
23606643,Favoriten,Has Property
72880810,NULL,Has Property
32268442,Rudolfsheim-Fünfhaus,Has Property
4246897,NULL,Has Property
7691228,XI Arrondissement,Has Property
79461642,Porte de Clignancourt,Has Property
10249898,Porte de Clignancourt,Has Property
5359177,Montmartre,Has Property
16565834,NULL,Has Property
13040972,La Chapelle,Has Property
43750267,NULL,Has Property
9771572,Bastille,Has Property
58681698,XI Arrondissement,Has Property
14204574,Commerce - Dupleix,Has Property
11593703,Châtelet - Les Halles - Beaubourg,Has Property
1769987,La Villette,Has Property
2963848,Gare du Nord - Gare de I'Est,Has Property
30228642,NULL,Has Property
40902820,Gare du Nord - Gare de I'Est,Has Property
46913186,Canal Saint-Martin,Has Property
7852672,Passy,Has Property
7962475,NULL,Has Property
2853699,NULL,Has Property
9522767,Canal Saint-Martin,Has Property
59699159,Vaugirard,Has Property
7082620,Vaugirard,Has Property
108122474,Commerce - Dupleix,Has Property
42773742,Porte de Versailles,Has Property
816267,Père Lachaise - Ménilmontant,Has Property
4591602,Bushwick,Has Property
81114959,Bushwick,Has Property
22840018,Crown Heights,Has Property
106383239,Crown Heights,Has Property
10383481,Clinton Hill,Has Property
1279211,Concourse Village,Has Property
9443343,Astoria,Has Property
26129793,Fordham,Has Property
9794792,Alphabet City,Has Property
4148879,East Village,Has Property
10453313,Alphabet City,Has Property
2241489,De Pijp,Has Property
6460190,Oud-West,Has Property
3276046,NULL,Has Property
40699990,Crown Heights,Has Property
1681360,Crown Heights,Has Property
70321716,Crown Heights,Has Property
34286310,East Harlem,Has Property
14087588,East Village,Has Property
25107535,East Harlem,Has Property
2992042,Gowanus,Has Property
25749723,Jackson Heights,Has Property
40031957,Alphabet City,Has Property
2497082,Flatbush,Has Property
47062311,Flatbush,Has Property
10787148,Flatbush,Has Property
11646939,Montmartre,Has Property
7676692,NULL,Has Property
21527101,II Arrondissement,Has Property
38548311,Bastille,Has Property
41947132,NULL,Has Property
4588921,Loop,Has Property
25668962,Uptown,Has Property
44199811,NULL,Has Property
10587695,Friedrichshain,Has Property
1171182,NULL,Has Property
19280995,Jamaica Plain,Has Property
2809293,Cortes,Has Property
51397305,NULL,Has Property
1543969,Westside,Has Property
20534883,Marina Del Rey,Has Property
72787920,Venice,Has Property
12264076,South Pasadena,Has Property
6068293,Studio City,Has Property
16862571,Studio City,Has Property
5380877,NULL,Has Property
26213814,Woodland Hills/Warner Center,Has Property
311670,West Hollywood,Has Property
80636743,NULL,Has Property
23491551,Malasaña,Has Property
55693408,NULL,Has Property
15528592,NULL,Has Property
3526550,NULL,Has Property
43854207,NULL,Has Property
29780070,South Yarra,Has Property
2591026,Alphington,Has Property
38507696,LaSalle,Has Property
93759457,Elwood,Has Property
42432419,Elwood,Has Property
66927,NULL,Has Property
26419277,Downtown Montreal,Has Property
38459934,Chinatown,Has Property
14865244,Ville-Marie,Has Property
19532400,Ville-Marie,Has Property
2506440,The Plateau,Has Property
46137740,Nueva España,Has Property
23910988,Southbank,Has Property
3566146,Recoletos,Has Property
33468756,NULL,Has Property
50621718,Caulfield,Has Property
18793396,Brunswick,Has Property
25766261,Brunswick,Has Property
88849799,NULL,Has Property
12513294,NULL,Has Property
35101244,NULL,Has Property
41847514,Southbank,Has Property
101655252,NULL,Has Property
23735439,Prahran,Has Property
30190555,St Kilda,Has Property
12706688,St Kilda,Has Property
25236337,Brunswick,Has Property
48887302,Hochelaga-Maisonneuve,Has Property
42091091,NULL,Has Property
20555318,Spotswood/South Kingsville,Has Property
22775584,NULL,Has Property
16697099,NULL,Has Property
32944859,NULL,Has Property
52610621,NULL,Has Property
4200288,NULL,Has Property
8747508,NULL,Has Property
49120594,NULL,Has Property
11423484,NULL,Has Property
30722635,NULL,Has Property
95399526,NULL,Has Property
91627860,NULL,Has Property
119934874,NULL,Has Property
59830132,Brunswick,Has Property
51331036,NULL,Has Property
44338049,NULL,Has Property
64000283,NULL,Has Property
24708608,NULL,Has Property
7169942,NULL,Has Property
473884,NULL,Has Property
4832491,Parc-Extension,Has Property
49511376,NULL,Has Property
666322,NULL,Has Property
18931493,Mid City,Has Property
120385559,NULL,Has Property
38381216,Seventh Ward,Has Property
50997112,Lower Garden District,Has Property
5685176,Marigny/Bywater,Has Property
28988137,NULL,Has Property
31148752,NULL,Has Property
57151856,Buikslotermeer,Has Property
14760430,Banne Buiksloot,Has Property
4198054,NULL,Has Property
1221477,Oosterparkbuurt,Has Property
5335059,NULL,Has Property
72052828,NULL,Has Property
6594842,Grachtengordel,Has Property
2321097,Grachtengordel,Has Property
112498040,NULL,Has Property
79730066,NULL,Has Property
13988783,Nieuwmarkt en Lastage,Has Property
24933266,NULL,Has Property
17410894,NULL,Has Property
11039560,LB of Islington,Has Property
1521051,LB of Islington,Has Property
15266801,Clerkenwell,Has Property
13252479,NULL,Has Property
33044140,Bel Air/Beverly Crest,Has Property
127219607,Arts District,Has Property
25835647,Hollywood,Has Property
3343353,Glendale,Has Property
6154319,Glendale,Has Property
8592662,Marylebone,Has Property
15570751,NULL,Has Property
59357624,NULL,Has Property
2582717,Mid-Wilshire,Has Property
16512282,NULL,Has Property
15813437,Hollywood,Has Property
509577,Mid-Wilshire,Has Property
18529041,NULL,Has Property
23953604,Brentwood,Has Property
60514667,NULL,Has Property
10678749,Burbank,Has Property
43969212,Greenwich,Has Property
42616554,New Cross,Has Property
43107397,NULL,Has Property
1869784,Deptford,Has Property
21629651,NULL,Has Property
30399445,Hammersmith,Has Property
72075082,NULL,Has Property
4137883,Camberwell,Has Property
16757644,South Robertson,Has Property
1320729,Mar Vista,Has Property
13838514,Mid-Wilshire,Has Property
17823806,NULL,Has Property
45675498,Vesterbro,Has Property
95532041,Vesterbro,Has Property
77278765,Nørrebro,Has Property
17917116,NULL,Has Property
126594037,NULL,Has Property
20211379,The Liberties,Has Property
20575539,Sunnyside,Has Property
53320924,NULL,Has Property
52096560,Islands Brygge,Has Property
54233525,Capitol Hill,Has Property
2461399,CBD,Has Property
13209575,West End,Has Property
31196020,Southside,Has Property
51139877,Stockbridge,Has Property
9001325,Sheung Wan,Has Property
8688454,Sai Ying Pun,Has Property
73823241,Castleknock,Has Property
12990935,North City Central/O'Connell Street,Has Property
78736837,NULL,Has Property
36278985,NULL,Has Property
34074603,Mong Kok,Has Property
50895801,NULL,Has Property
68423877,LB of Brent,Has Property
37206736,LB of Waltham Forest,Has Property
9944904,LB of Waltham Forest,Has Property
25132711,NULL,Has Property
6141620,NULL,Has Property
44350740,Brixton,Has Property
29782406,Acton,Has Property
76511734,NULL,Has Property
14221935,NULL,Has Property
14320536,LB of Brent,Has Property
1955559,LB of Enfield,Has Property
21811757,North City Central/O'Connell Street,Has Property
81920394,Smithfield,Has Property
820928,NULL,Has Property
2036946,Fitzrovia,Has Property
39611923,Camden Town,Has Property
39964413,Hammersmith,Has Property
5428700,RB of Kensington and Chelsea,Has Property
16993953,Paddington,Has Property
120140079,Paramount,Has Property
80720775,Van Nuys,Has Property
86370492,NULL,Has Property
27723276,Santa Monica,Has Property
915566,Santa Monica,Has Property
20779998,Santa Monica,Has Property
85974939,NULL,Has Property
110675284,NULL,Has Property
725092,NULL,Has Property
58256818,Silver Lake,Has Property
122267658,Temple City,Has Property
92829423,Toluca Lake,Has Property
71698801,Topanga,Has Property
38857249,West Hollywood,Has Property
73123755,Westlake,Has Property
109525198,NULL,Has Property
46376465,NULL,Has Property
16860829,Palacio,Has Property
77766422,NULL,Has Property
19278984,NULL,Has Property
11903982,LB of Newham,Has Property
1111042,Marina Del Rey,Has Property
7135995,Venice,Has Property
8571310,NULL,Has Property
37691034,Carabanchel,Has Property
82852772,San Blas,Has Property
33083710,Westwood,Has Property
17007187,NULL,Has Property
82433947,NULL,Has Property
1894732,NULL,Has Property
8234263,NULL,Has Property
658142,Brunswick,Has Property
27121649,Richmond,Has Property
6645651,Carlton North,Has Property
36415514,NULL,Has Property
2014143,Toorak,Has Property
4795056,St Kilda East,Has Property
23930607,Central Business District,Has Property
38491251,Downtown Montreal,Has Property
47847594,Old Montreal,Has Property
4133993,NULL,Has Property
7844717,Downtown Montreal,Has Property
67614419,NULL,Has Property
49761400,Downtown Montreal,Has Property
8500362,Griffintown,Has Property
31101265,Mile End,Has Property
8488761,Mile End,Has Property
17998878,Gay Village,Has Property
36305365,Ville-Marie,Has Property
3625030,NULL,Has Property
117898592,NULL,Has Property
40514874,Venice,Has Property
51609805,Venice,Has Property
33780502,Little Burgundy,Has Property
1198864,Mile End,Has Property
1922944,Saint-Henri,Has Property
639409,Mile End,Has Property
20554753,Cote-des-Neiges-Notre-Dame-de-Grace,Has Property
7824860,Lachine,Has Property
49129949,Rosemont-La Petite-Patrie,Has Property
24156030,Villeray,Has Property
8143614,NULL,Has Property
48187766,Uptown,Has Property
28460135,University Hills,Has Property
7354485,MLK & 183,Has Property
17318220,Østerbro,Has Property
101685176,NULL,Has Property
62077598,Vesterbro,Has Property
4721760,Vesterbro,Has Property
8587570,Nørrebro,Has Property
25754089,Nørrebro,Has Property
130953421,Nørrebro,Has Property
2803181,NULL,Has Property
14302509,Indre By,Has Property
11747150,Nørrebro,Has Property
10972900,København NV,Has Property
41129330,NULL,Has Property
53594327,NULL,Has Property
34029823,København NV,Has Property
19701350,NULL,Has Property
88728804,Laurel Canyon,Has Property
498646,Puente de Vallecas,Has Property
43337979,NULL,Has Property
1424949,NULL,Has Property
16630634,Thornbury,Has Property
33204794,Downtown Montreal,Has Property
6673179,Ville-Marie,Has Property
34183303,Downtown Montreal,Has Property
21682205,Balaclava/Ripponlea,Has Property
195897,St Kilda,Has Property
7076703,St Kilda,Has Property
3510476,St Kilda,Has Property
7750202,NULL,Has Property
6858072,Ville-Marie,Has Property
98108989,NULL,Has Property
30870639,Central Business District,Has Property
21514948,Cortes,Has Property
9630418,NULL,Has Property
32829356,NULL,Has Property
13630779,NULL,Has Property
21053299,Ville-Marie,Has Property
3414904,Ville-Marie,Has Property
321060,Griffintown,Has Property
15091787,Mile End,Has Property
13439194,Outremont,Has Property
59548190,NULL,Has Property
8479523,Saint-Henri,Has Property
4198879,La Petite-Patrie,Has Property
10128017,La Petite-Patrie,Has Property
22844280,Covent Garden,Has Property
5375403,NULL,Has Property
14000977,Hampstead,Has Property
23383851,Somers Town,Has Property
988379,Fitzrovia,Has Property
23478323,Westminster,Has Property
16668725,Islington,Has Property
41243317,Islington,Has Property
43601348,Santa Monica,Has Property
3494840,Santa Monica,Has Property
47127783,Mid-Wilshire,Has Property
9662298,Mid-Wilshire,Has Property
26879059,Cerritos,Has Property
17716271,LB of Haringey,Has Property
31844340,NULL,Has Property
37507714,Hackney,Has Property
60060870,Hackney,Has Property
67153253,NULL,Has Property
2839749,Haggerston,Has Property
3181521,Shoreditch,Has Property
26994335,Haggerston,Has Property
1871034,Palacio,Has Property
2903101,NULL,Has Property
4863503,Bayswater,Has Property
36841951,NULL,Has Property
23260507,Maida Vale,Has Property
74549044,Silver Lake,Has Property
5496901,Justicia,Has Property
17504225,NULL,Has Property
3625030,NULL,Has Property
16964951,NULL,Has Property
9698181,NULL,Has Property
6711061,NULL,Has Property
96147078,Argüelles,Has Property
62882772,NULL,Has Property
1408525,Sol,Has Property
7280945,Sol,Has Property
37291567,Sol,Has Property
1549114,NULL,Has Property
9324929,Sol,Has Property
27282867,Sol,Has Property
20835508,NULL,Has Property
8699362,Sol,Has Property
124671924,NULL,Has Property
40696370,NULL,Has Property
39999305,NULL,Has Property
7128420,Le Sud-Ouest,Has Property
528512,Mile End,Has Property
22402740,NULL,Has Property
27602218,NULL,Has Property
51057553,NULL,Has Property
98002653,NULL,Has Property
23333352,NULL,Has Property
81580920,NULL,Has Property
24033711,LB of Haringey,Has Property
612633,LB of Newham,Has Property
30713954,Del Rey,Has Property
7920047,Del Rey,Has Property
29749177,Hollywood,Has Property
70344,Hollywood,Has Property
523903,Echo Park,Has Property
29757832,NULL,Has Property
110973313,NULL,Has Property
35579653,Mid-Wilshire,Has Property
86222435,NULL,Has Property
24681947,NULL,Has Property
46431741,Mid-Wilshire,Has Property
4531829,Globe Town,Has Property
84706955,NULL,Has Property
34141029,NULL,Has Property
92790025,NULL,Has Property
17944417,NULL,Has Property
67975000,NULL,Has Property
52770239,NULL,Has Property
7894194,NULL,Has Property
73626485,NULL,Has Property
9652600,NULL,Has Property
26134474,NULL,Has Property
7720839,NULL,Has Property
51131726,De Pijp,Has Property
90265972,Rivierenbuurt,Has Property
13051037,Oud-West,Has Property
84399378,Oud-West,Has Property
6166093,NULL,Has Property
16915202,Oud-West,Has Property
15889542,NULL,Has Property
29798504,NULL,Has Property
8895368,De Pijp,Has Property
41896760,NULL,Has Property
6212243,Zeeburg,Has Property
2297302,Amsterdam Centrum,Has Property
1730513,Grachtengordel,Has Property
17337814,Votanikos,Has Property
94081573,Gazi,Has Property
87664935,NULL,Has Property
11502763,El Born,Has Property
41226393,La Sagrada Família,Has Property
72720508,Petralona,Has Property
38177227,Kerameikos,Has Property
9193890,Attiki,Has Property
26431652,Hyde Park,Has Property
2779438,NULL,Has Property
44753482,Kypseli,Has Property
23814823,Larissis,Has Property
77689099,Kolonaki,Has Property
110946171,Neapoli,Has Property
2594559,Spaarndammer en Zeeheldenbuurt,Has Property
29562470,NULL,Has Property
4979782,La Sagrada Família,Has Property
25096355,De Wallen,Has Property
6921503,NULL,Has Property
91647569,Landelijk Noord,Has Property
3744858,NULL,Has Property
118952981,NULL,Has Property
12028182,Auderghem,Has Property
75997654,South End,Has Property
24595754,Back Bay,Has Property
28564205,NULL,Has Property
15561828,Roxbury,Has Property
14029439,Schöneberg,Has Property
54498538,Forest,Has Property
9918617,Ixelles,Has Property
27579339,Ixelles,Has Property
77740424,NULL,Has Property
3944172,NULL,Has Property
79796609,Morningside,Has Property
51509174,NULL,Has Property
24362415,Leith,Has Property
1955646,Marchmont,Has Property
3642515,Old Town,Has Property
73919114,Old Town,Has Property
71810487,NULL,Has Property
8152109,NULL,Has Property
26681536,NULL,Has Property
22215535,Little Village,Has Property
21565389,NULL,Has Property
6608513,Camberwell,Has Property
86451014,Southwark,Has Property
483940,NULL,Has Property
536397,Jordan,Has Property
38891119,NULL,Has Property
52473150,Tsim Sha Tsui,Has Property
1556835,Crystal Palace,Has Property
12786355,LB of Hounslow,Has Property
23374055,NULL,Has Property
8011988,Mar Vista,Has Property
21611727,NULL,Has Property
36390629,NULL,Has Property
3352721,Beverly Hills,Has Property
25356885,Hollywood,Has Property
20901286,Hollywood,Has Property
10079257,Hollywood,Has Property
122774929,NULL,Has Property
26296733,Bethnal Green,Has Property
15222435,LB of Islington,Has Property
7869578,NULL,Has Property
36412631,Dalston,Has Property
81234544,NULL,Has Property
2973550,LB of Hackney,Has Property
6397848,Highland Park,Has Property
40615882,Laurel Canyon,Has Property
73524899,NULL,Has Property
10711640,NULL,Has Property
922398,Shoreditch,Has Property
1732442,Sol,Has Property
50648232,Embajadores,Has Property
44024854,Fitzroy,Has Property
14750937,Fuente del Berro,Has Property
92498590,Coburg,Has Property
6298473,Brunswick,Has Property
10783135,NULL,Has Property
1751871,Marigny/Bywater,Has Property
70151489,Fontainebleau,Has Property
46136236,Monterey Park,Has Property
23703974,Mount Washington,Has Property
10392787,Mid-City,Has Property
92341234,Mid-Wilshire,Has Property
23781905,Mid-Wilshire,Has Property
20358316,Mid-City,Has Property
68011555,Venice,Has Property
62049192,Torrance,Has Property
72303463,NULL,Has Property
103819529,Testaccio,Has Property
52643303,San Giovanni,Has Property
55525804,San Giovanni,Has Property
35529693,NULL,Has Property
104917543,NULL,Has Property
502689,Parione,Has Property
24720015,Esquilino,Has Property
106025642,NULL,Has Property
4331335,NULL,Has Property
248295,Parione,Has Property
62162634,NULL,Has Property
3533887,Prati,Has Property
12562678,Paddington,Has Property
7015484,Paddington,Has Property
110705324,NULL,Has Property
39382330,NULL,Has Property
26863775,Lane Cove,Has Property
14727156,Randwick,Has Property
13614232,Coogee,Has Property
50144272,Bondi Junction,Has Property
41507496,Bondi,Has Property
1911628,Bondi Beach,Has Property
30392292,Bronte,Has Property
28535663,Waverly,Has Property
42556941,Bondi Beach,Has Property
16030139,NULL,Has Property
14391436,NULL,Has Property
8300257,NULL,Has Property
8670068,NULL,Has Property
3943897,Trastevere,Has Property
27171301,NULL,Has Property
78869475,NULL,Has Property
32097420,Haymarket,Has Property
93380290,NULL,Has Property
14624000,NULL,Has Property
5485932,The Beaches,Has Property
69015312,NULL,Has Property
96885181,Fashion District,Has Property
103722653,Entertainment District,Has Property
52591651,Elizabeth Bay/Rushcutters Bay,Has Property
15788888,Annandale/Leichhardt,Has Property
90832928,Near Northeast/H Street Corridor,Has Property
28680873,Near Northeast/H Street Corridor,Has Property
7040625,Adams Morgan,Has Property
76643839,Manly,Has Property
36698376,NULL,Has Property
16381471,Little Portugal,Has Property
24175706,NULL,Has Property
13987182,NULL,Has Property
1456236,Oakridge,Has Property
17196907,Manly,Has Property
27885077,Innere Stadt,Has Property
51393732,Neubau,Has Property
10533021,Neubau,Has Property
81274338,Point Grey/University of British Columbia,Has Property
73934712,Castello,Has Property
89724608,NULL,Has Property
68489617,Leopoldstadt,Has Property
4865438,Landstraße,Has Property
15466147,NULL,Has Property
15336376,NULL,Has Property
40277515,Margareten,Has Property
358163,Rudolfsheim-Fünfhaus,Has Property
119446500,Deer Park,Has Property
12487338,NULL,Has Property
113701340,NULL,Has Property
23987705,Mosman,Has Property
91208270,Willowdale,Has Property
65351909,NULL,Has Property
127606979,Willowdale,Has Property
3306458,Downtown Toronto,Has Property
106772476,Cliffside,Has Property
5270440,Paddington,Has Property
15185851,NULL,Has Property
31204554,Waterloo,Has Property
4258092,NULL,Has Property
35144066,Castello,Has Property
26404861,Dorsoduro/Accademia,Has Property
8524766,NULL,Has Property
36324248,NULL,Has Property
37864680,Castello,Has Property
18304362,Cannaregio,Has Property
23110024,NULL,Has Property
33887875,NULL,Has Property
119171146,Kitsilano,Has Property
65926856,Downtown Vancouver,Has Property
54661138,Don Valley Village,Has Property
5612410,Niagara,Has Property
1031409,Währing,Has Property
41656215,Park View,Has Property
34443774,Kingman Park,Has Property
13814366,NULL,Has Property
63630157,Logan Circle,Has Property
2035028,Dupont Circle,Has Property
33143203,Logan Circle,Has Property
73538256,Navy Yard,Has Property
49290244,Surry Hills,Has Property
26809382,Alexandria,Has Property
2417947,Darlinghurst,Has Property
3446510,Bedford-Stuyvesant,Has Property
7958158,Kips Bay,Has Property
63300593,NULL,Has Property
10282255,Port Morris,Has Property
33908393,Tribeca,Has Property
65974774,NULL,Has Property
4358052,Upper West Side,Has Property
3257486,Noho,Has Property
36817279,Midtown East,Has Property
7951613,Long Island City,Has Property
92443044,Lower East Side,Has Property
52578832,West Village,Has Property
41079797,Williamsburg,Has Property
53743935,Williamsburg,Has Property
11558301,NULL,Has Property
10199605,Bushrod,Has Property
89607916,NULL,Has Property
65809485,Flushing,Has Property
4118478,East Village,Has Property
35097317,East Village,Has Property
17762272,NULL,Has Property
4618666,Park Slope,Has Property
6128352,Paddington,Has Property
876633,Grand Place,Has Property
52251845,Bruxelles-Ville,Has Property
36184225,Grand Place,Has Property
247650,South Lambeth,Has Property
45222380,Shepherd's Bush,Has Property
25681243,NULL,Has Property
53400223,Fulham,Has Property
78438927,NULL,Has Property
44198201,LB of Richmond upon Thames,Has Property
34334705,Upper Tooting,Has Property
9128504,NULL,Has Property
55807386,NULL,Has Property
33889201,Balham,Has Property
69247317,NULL,Has Property
20151721,Shepherd's Bush,Has Property
104469109,Belgravia,Has Property
23374586,Notting Hill,Has Property
15148551,Notting Hill,Has Property
18027936,Notting Hill,Has Property
40255722,NULL,Has Property
59780124,NULL,Has Property
83936899,NULL,Has Property
20418398,Stoke Newington,Has Property
8265621,LB of Haringey,Has Property
1557801,NULL,Has Property
12054362,Mid-Wilshire,Has Property
41923076,Palms,Has Property
4780152,NULL,Has Property
82761129,Santa Monica,Has Property
81717716,West Los Angeles,Has Property
75085140,South Robertson,Has Property
23722312,San Gabriel,Has Property
9829513,Manhattan Beach,Has Property
43812214,South Robertson,Has Property
19247588,Los Feliz,Has Property
8725557,South Boston,Has Property
63486683,Brentwood,Has Property
1618298,NULL,Has Property
49817987,NULL,Has Property
4988297,Hollywood,Has Property
9592491,Isle of Dogs,Has Property
59612216,LB of Islington,Has Property
19425359,NULL,Has Property
12056601,Østerbro,Has Property
4425457,Indre By,Has Property
50816108,Indre By,Has Property
32256791,NULL,Has Property
9342435,Christianshavn,Has Property
9725564,NULL,Has Property
7370534,Nørrebro,Has Property
20808450,NULL,Has Property
26432677,Nørrebro,Has Property
5597453,Nørrebro,Has Property
127212235,Frederiksberg,Has Property
6274465,West Highland,Has Property
5469501,Mong Kok,Has Property
36541508,NULL,Has Property
6122089,Mong Kok,Has Property
399648,Pok Fu Lam,Has Property
29782144,NULL,Has Property
38543600,Sai Ying Pun,Has Property
84398059,Sai Ying Pun,Has Property
16740364,Mong Kok,Has Property
6633807,Tsim Sha Tsui,Has Property
24676635,Mong Kok,Has Property
75354620,NULL,Has Property
4818418,NULL,Has Property
33965309,NULL,Has Property
33737631,NULL,Has Property
30958883,Wan Chai,Has Property
31349726,West End,Has Property
2847205,NULL,Has Property
2613333,Old Town,Has Property
30639140,Old Town,Has Property
18705997,Southside,Has Property
1616897,Cannonmills,Has Property
50833092,NULL,Has Property
5172944,Tollcross,Has Property
17867432,NULL,Has Property
21430018,NULL,Has Property
1994454,NULL,Has Property
47636941,NULL,Has Property
1291732,Loop,Has Property
416401,NULL,Has Property
11333637,NULL,Has Property
13462463,Edgewater,Has Property
96356309,Lakeview,Has Property
25178062,NULL,Has Property
9934916,Brixton,Has Property
104601037,Vauxhall,Has Property
53466706,NULL,Has Property
69591466,Hermosa Beach,Has Property
9578912,Mid-Wilshire,Has Property
8677591,Long Beach,Has Property
37207995,Florence-Graham,Has Property
65275325,NULL,Has Property
74498342,Azusa,Has Property
80570814,NULL,Has Property
75993314,Boyle Heights,Has Property
12956875,NULL,Has Property
814490,Malasaña,Has Property
36635724,NULL,Has Property
1967782,NULL,Has Property
83152628,Acacias,Has Property
92223756,NULL,Has Property
19099426,NULL,Has Property
60088973,Embajadores,Has Property
3919700,Cortes,Has Property
24619741,NULL,Has Property
17824080,Venice,Has Property
16862571,NULL,Has Property
426610,Venice,Has Property
114749780,Newport,Has Property
18241895,Nation,Has Property
30591690,Buttes-Chaumont - Belleville,Has Property
